duplicateBy,fileName,casNumber,productName,dbId
casNumber,乙二醇异丙醚、Ethylene glycol isopropyl ether、109-59-1.xml,109-59-1,乙二醇异丙醚,5657
casNumber,乙基三乙氧基硅烷、Ethyltriethoxysilane、78-07-9.xml,78-07-9,乙基三乙氧基硅烷,5672
casNumber,乙基三氯硅烷、ethyltrichlorosilane、115-21-9.xml,115-21-9,乙基三氯硅烷,5671
casNumber,乙基丙基醚、Ethyl propyl ether、628-32-0.xml,628-32-0,乙基丙基醚,5664
casNumber,乙基二氯硅烷、ethyldichlorosilane、1789-58-8.xml,1789-58-8,乙基二氯硅烷,5665
casNumber,乙基二氯胂、ethyldichloroarsine、598-14-1.xml,598-14-1,乙基二氯胂,5666
casNumber,乙基另戊基甲酮、5-Methyl-3-heptanone、541-85-5.xml,541-85-5,乙基另戊基甲酮,5670
casNumber,乙基己醛、ethyl hexanal、123-05-7.xml,123-05-7,乙基己醛,5669
casNumber,乙基正丁基醚、Ethyl butyl ether、628-81-9.xml,628-81-9,乙基正丁基醚,5674
casNumber,乙基烯丙基醚、Ethyl allyl ether、557-31-3.xml,557-31-3,乙基烯丙基醚,5673
casNumber,乙基环己烷、Ethylcyclohexane、1678-91-7.xml,1678-91-7,乙基环己烷,5667
casNumber,乙基环戊烷、Ethylcyclopentane、1640-89-7.xml,1640-89-7,乙基环戊烷,5668
casNumber,乙基苯基二氯硅烷、ethylphenyldichlorosilane、1125-27-5.xml,1125-27-5,乙基苯基二氯硅烷,5663
casNumber,乙汞硫水杨酸钠盐、Thiomersal、54-64-8.xml,54-64-8,乙汞硫水杨酸钠盐,5662
casNumber,乙炔、acetylene、74-86-2.xml,74-86-2,乙炔,5681
casNumber,乙炔银、Silver acetylide、13092-75-6.xml,13092-75-6,乙炔银,5682
casNumber,乙烯(2-氯乙基)醚、2-Chloroethyl vinyl ether、110-75-8.xml,110-75-8,乙烯(2-氯乙基)醚,5717
casNumber,乙烯、ethylene、74-85-1.xml,74-85-1,乙烯,5718
casNumber,乙烯三乙氧基硅烷、Vinyltriethoxy silane、78-08-0.xml,78-08-0,乙烯三乙氧基硅烷,5722
casNumber,乙烯基乙炔、Vinyl acetylene、689-97-4.xml,689-97-4,乙烯基乙炔,5720
casNumber,乙烯基乙酸异丁酯、isobutyl but-3-enoate、24342-03-8.xml,24342-03-8,乙烯基乙酸异丁酯,5721
casNumber,乙烯砜、vinyl sulfone、77-77-0.xml,77-77-0,乙烯砜,5719
casNumber,乙烷、ethane、74-84-0.xml,74-84-0,乙烷,5716
casNumber,乙硫醇、Ethyl mercaptan、75-08-1.xml,75-08-1,乙硫醇,5676
casNumber,乙硼烷、diborane、19287-45-7.xml,19287-45-7,乙硼烷,5678
casNumber,"乙胺水溶液[浓度50%～70%]、ethylamine,aqueous solution with not less than 50% but not more than 70% ethylamine、75-04-7.xml",75-04-7,乙胺水溶液[浓度50%～70%],5648
casNumber,乙腈、acetonitrile、75-05-8.xml,75-05-8,乙腈,5675
casNumber,乙苯、ethylbenzene、100-41-4.xml,100-41-4,乙苯,5649
casNumber,乙酰乙酸丁酯、Butyl acetoacetate、591-60-6.xml,591-60-6,乙酰乙酸丁酯,5729
casNumber,乙酰乙酸乙酯、Ethyl acetoacetate、141-97-9.xml,141-97-9,乙酰乙酸乙酯,5731
casNumber,乙酰乙酸甲酯、Methyl acetoacetate、105-45-3.xml,105-45-3,乙酰乙酸甲酯,5730
casNumber,乙酰亚砷酸铜、cupric aceto-arsenite、12002-03-8.xml,12002-03-8,乙酰亚砷酸铜,5728
casNumber,"乙酰基乙烯酮[稳定的]、acetyl ketene,stabilized、674-82-8.xml",674-82-8,乙酰基乙烯酮[稳定的],5725
casNumber,乙酰替硫脲、acetyl thiourea、591-08-2.xml,591-08-2,乙酰替硫脲,5727
casNumber,乙酰氯、acetyl chloride、75-36-5.xml,75-36-5,乙酰氯,5726
casNumber,乙酰胺、Aeetamide、60-35-5.xml,60-35-5,乙酰胺,5723
casNumber,"乙酰过氧化磺酰环己烷[含量≤32%,含B型稀释剂≥68%]、acetyl cyclohexanesulphonyl peroxide (not more than 32%, and diluent type B not less than 68%)、3179-56-4.xml",3179-56-4,"乙酰过氧化磺酰环己烷[含量≤32%,含B型稀释剂≥68%]",5724
casNumber,乙酸-2-乙基己酯、2-Ethylhexyl acetate、103-09-3.xml,103-09-3,乙酸-2-乙基己酯,5684
casNumber,乙酸[含量＞80%]、acetic acid (more than 80%)、64-19-7.xml,64-19-7,乙酸[含量＞80%],5683
casNumber,乙酸三乙基锡、acetoxytrietlyl stannane、1907-13-7.xml,1907-13-7,乙酸三乙基锡,5699
casNumber,乙酸三甲基锡、trimethyltin acetate、1118-14-5.xml,1118-14-5,乙酸三甲基锡,5698
casNumber,乙酸乙二醇乙醚、ethylene glycol ethyl ether、111-15-9.xml,111-15-9,乙酸乙二醇乙醚,5704
casNumber,乙酸乙基丁酯、2-ethylbutyl acetate、10031-87-5.xml,10031-87-5,乙酸乙基丁酯,5705
casNumber,乙酸乙酯、ethyl acetate、141-78-6.xml,141-78-6,乙酸乙酯,5706
casNumber,乙酸亚汞、Mercurous acetate、631-60-7.xml,631-60-7,乙酸亚汞,5702
casNumber,乙酸亚铊、thalium acetate、563-68-8.xml,563-68-8,乙酸亚铊,5703
casNumber,乙酸仲丁酯、sec-butyl acetate、105-46-4.xml,105-46-4,乙酸仲丁酯,5715
casNumber,乙酸叔丁酯、tert-butyl acetate、540-88-5.xml,540-88-5,乙酸叔丁酯,5700
casNumber,乙酸壬酯、Nonyl acetate、143-13-5.xml,143-13-5,乙酸壬酯,5697
casNumber,乙酸庚酯、1-Ethylpentyl acetate、112-06-1.xml,112-06-1,乙酸庚酯,5690
casNumber,乙酸异丁酯、isobutyl acetate、110-19-0.xml,110-19-0,乙酸异丁酯,5709
casNumber,乙酸异丙烯酯、Isopropenyl acetate、108-22-5.xml,108-22-5,乙酸异丙烯酯,5707
casNumber,乙酸异丙酯、isopropyl acetate、108-21-4.xml,108-21-4,乙酸异丙酯,5708
casNumber,乙酸异戊酯、isoamyl acetate、123-92-2.xml,123-92-2,乙酸异戊酯,5710
casNumber,乙酸正丁酯、n-butyl acetate、123-86-4.xml,123-86-4,乙酸正丁酯,5712
casNumber,乙酸正丙酯、propyl acetate、109-60-4.xml,109-60-4,乙酸正丙酯,5711
casNumber,乙酸正己酯、Hexyl acetate、142-92-7.xml,142-92-7,乙酸正己酯,5713
casNumber,乙酸正戊酯、amyl acetate、628-63-7.xml,628-63-7,乙酸正戊酯,5714
casNumber,乙酸烯丙酯、Allyl acetate、591-87-7.xml,591-87-7,乙酸烯丙酯,5701
casNumber,乙酸环己酯、Cyclohexyl acetate、622-45-7.xml,622-45-7,乙酸环己酯,5691
casNumber,乙酸甲氧基乙基汞、methoxyethyl mercury acetate、151-38-2.xml,151-38-2,乙酸甲氧基乙基汞,5692
casNumber,乙酸甲酯、methyl acetate、79-20-9.xml,79-20-9,乙酸甲酯,5693
casNumber,乙酸苯汞、phenylmercury acetate、62-38-4.xml,62-38-4,乙酸苯汞,5687
casNumber,乙酸苯胺、aniline acetate、542-14-3.xml,542-14-3,乙酸苯胺,5686
casNumber,乙酸苯酯、Phenyl acetate、122-79-2.xml,122-79-2,乙酸苯酯,5688
casNumber,乙酸酐、acetic anhydride、108-24-7.xml,108-24-7,乙酸酐,5689
casNumber,乙酸钡、Barium acetate、543-80-6.xml,543-80-6,乙酸钡,5685
productName,乙酸铅、Lead acetate、6080-56-4.xml,6080-56-4,乙酸铅,5696
casNumber,乙酸铍、Beryllium acetate、543-81-7.xml,543-81-7,乙酸铍,5695
casNumber,乙酸间甲酚酯、m-cresol acetate、122-46-3.xml,122-46-3,乙酸间甲酚酯,5694
casNumber,乙醇[无水]、alcohol anhydrous、64-17-5.xml,64-17-5,乙醇[无水],5650
casNumber,乙醇钠、sodium ethanolate、141-52-6.xml,141-52-6,乙醇钠,5652
casNumber,乙醇钾、potassium ethanolate、917-58-8.xml,917-58-8,乙醇钾,5651
casNumber,乙醚、ethyl ether、60-29-7.xml,60-29-7,乙醚,5677
casNumber,乙醛、acetaldehyde、75-07-0.xml,75-07-0,乙醛,5679
casNumber,乙醛肟、Acetaldehyde oxime、107-29-9.xml,107-29-9,乙醛肟,5680
casNumber,乳酸苯汞三乙醇铵、phenylmercuric triethanolammonium lactate、23319-66-6.xml,23319-66-6,乳酸苯汞三乙醇铵,5055
casNumber,乳酸锑、antimony lactate、58164-88-8.xml,58164-88-8,乳酸锑,5056
casNumber,乳香油、Olibanum oil、8016-36-2.xml,8016-36-2,乳香油,5057
casNumber,二(2-乙基己基)磷酸酯、Bis(2-ethylhexyl)hydrogen phosphate、298-07-7.xml,298-07-7,二(2-乙基己基)磷酸酯,4247
casNumber,"二(2-环氧丙基)醚、bis(2,3-epoxpropyl)ether、2238-07-5.xml",2238-07-5,二(2-环氧丙基)醚,4244
casNumber,二(三氯甲基)碳酸酯、bis (trichloromethyl) carbonate、32315-10-9.xml,32315-10-9,二(三氯甲基)碳酸酯,4252
casNumber,二(氯甲基)醚、dichloromethyl ether、542-88-1.xml,542-88-1,二(氯甲基)醚,4251
casNumber,二(苯磺酰肼)醚、bis (benzenesulfonyl hydrazide) ether、80-51-3.xml,80-51-3,二(苯磺酰肼)醚,4250
casNumber,二-(1-羟基环己基)过氧化物[含量≤100%]、di-(1-hydroxycyclohexyl)peroxede (not more than 100%)、2407-94-5.xml,2407-94-5,二-(1-羟基环己基)过氧化物[含量≤100%],4242
casNumber,二-(2-甲基苯甲酰)过氧化物[含量≤87%]、di-(2-methylbenzoyl) peroxide (not more than 87%)、3034-79-5.xml,3034-79-5,二-(2-甲基苯甲酰)过氧化物[含量≤87%],4245
casNumber,"二-(2-羟基-3,5,6-三氯苯基)甲烷、2,2'-methylenebis-(3,4,6-trichlorophenol)、70-30-4.xml",70-30-4,"二-(2-羟基-3,5,6-三氯苯基)甲烷",4246
casNumber,二-(2-苯氧乙基)过氧重碳酸酯[85%＜含量≤100%]、di-(2-phenoxyethyl) peroxydicarbonate (more than 85%)、41935-39-1.xml,41935-39-1,二-(2-苯氧乙基)过氧重碳酸酯[85%＜含量≤100%],4243
casNumber,二-(4-叔丁基环己基)过氧重碳酸酯[含量≤100%]、di-(4-tert-butylcyclohexyl)peroxydicarbonate (not more than 100%)、15520-11-3.xml,15520-11-3,二-(4-叔丁基环己基)过氧重碳酸酯[含量≤100%],4249
casNumber,"二-(4-甲基苯甲酰)过氧化物[硅油糊状物,含量≤52%]、di-(4-methylbenzoyl) peroxide (not more than 52% as a paste with silicon oil)、895-85-2.xml",895-85-2,"二-(4-甲基苯甲酰)过氧化物[硅油糊状物,含量≤52%]",4248
casNumber,"二-(叔丁基过氧)邻苯二甲酸酯[42%＜含量≤52%,含A型稀释剂≥48%]、di-(tert-butylperoxy)phthalate (more than 42% but not more than 52%,and diluent type A not less than 48%)、2155-71-7.xml",2155-71-7,"二-(叔丁基过氧)邻苯二甲酸酯[42%＜含量≤52%,含A型稀释剂≥48%]",4253
casNumber,二-叔戊基过氧化物[含量≤100%]、di-tert-amyl peroxide (not more than 100%)、10508-09-5.xml,10508-09-5,二-叔戊基过氧化物[含量≤100%],4338
casNumber,"二-正丁基过氧重碳酸酯[27%＜含量≤52%,含B型稀释剂≥48%]、di-n-butyl peroxydicarbonate (more than 27% but not more than 52%,and diluent type B not less than 48%)、16215-49-9.xml",16215-49-9,"二-正丁基过氧重碳酸酯[27%＜含量≤52%,含B型稀释剂≥48%]",4402
casNumber,二丁基二(十二酸)锡、dibutyltin didodecylate、77-58-7.xml,77-58-7,二丁基二(十二酸)锡,4273
casNumber,二丁基二氯化锡、Dibutyldichlorotin、683-18-1.xml,683-18-1,二丁基二氯化锡,4274
casNumber,二丁基氧化锡、Dibutyloxotin、818-08-6.xml,818-08-6,二丁基氧化锡,4275
casNumber,二丙二醇、Dipropylene glycol、110-98-5.xml,110-98-5,二丙二醇,4268
casNumber,二丙硫醚、dipropyl sulfide、111-47-7.xml,111-47-7,二丙硫醚,4269
casNumber,二乙二醇二乙烯基醚、diethylene glycol divinyl ether、764-99-8.xml,764-99-8,二乙二醇二乙烯基醚,4376
casNumber,"二乙二醇二硝酸酯[含不挥发、不溶于水的减敏剂≥25%]、diethyleneglycol dinitrate with not less than 25% non-volatile, water-insoluble phlegmatiser, by mass、693-21-0.xml",693-21-0,二乙二醇二硝酸酯[含不挥发、不溶于水的减敏剂≥25%],4375
casNumber,二乙二醇单丁基醚醋酸酯、Diethylene glycolmonobutyl ether acetate、124-17-4.xml,124-17-4,二乙二醇单丁基醚醋酸酯,4372
casNumber,二乙二醇单乙基醚醋酸酯、Diethylene glycol monoethyl ether acetate、112-15-2.xml,112-15-2,二乙二醇单乙基醚醋酸酯,4374
casNumber,二乙二醇单甲基醚醋酸酯、Diethylene glycol monomethyl ethe racetate、629-38-9.xml,629-38-9,二乙二醇单甲基醚醋酸酯,4373
casNumber,二乙二醇甲醚、Diethylene glycol monomethyl ether、111-77-3.xml,111-77-3,二乙二醇甲醚,4377
casNumber,二乙基二氯硅烷、Diethyldichlorosilane、1719-53-5.xml,1719-53-5,二乙基二氯硅烷,4381
casNumber,二乙基对苯二胺硫酸盐、N，N-Diethyl-p-phenylenediamine sulfate、283-63-2.xml,283-63-2,二乙基对苯二胺硫酸盐,4380
casNumber,二乙基氨基氰、Diethyl cyanamide、617-83-4.xml,617-83-4,二乙基氨基氰,4378
casNumber,二乙基汞、Diethyl mercury、627-44-1.xml,627-44-1,二乙基汞,4382
casNumber,二乙基甲酰胺、N，N-Diethylformamide、617-84-5.xml,617-84-5,二乙基甲酰胺,4383
casNumber,二乙基硒、diethyl selenide、627-53-2.xml,627-53-2,二乙基硒,4385
casNumber,二乙基醋酸、Diethylacetic acid、88-09-5.xml,88-09-5,二乙基醋酸,4379
casNumber,二乙基锌、Diethylzinc、557-20-0.xml,557-20-0,二乙基锌,4386
casNumber,二乙基镁、Diethyl magnesium、557-18-6.xml,557-18-6,二乙基镁,4384
casNumber,二乙氧基甲烷、Diethoxymethane、462-95-3.xml,462-95-3,二乙氧基甲烷,4391
casNumber,"二乙烯基醚[稳定的]、divinyl ether,stabilized、109-93-3.xml",109-93-3,二乙烯基醚[稳定的],4389
casNumber,二乙烯苯、o-Divinylbenzene、1321-74-0.xml,1321-74-0,二乙烯苯,4388
casNumber,二乙硫醚、diethyl sulfide、352-93-2.xml,352-93-2,二乙硫醚,4387
casNumber,二乙胺、diethylamine、109-89-7.xml,109-89-7,二乙胺,4371
casNumber,二乙酰乙酸甲酯、Methyl diacetoacetate、4619-66-3.xml,4619-66-3,二乙酰乙酸甲酯,4390
casNumber,二亚乙基三胺、Diethylenetriamine、111-40-0.xml,111-40-0,二亚乙基三胺,4359
casNumber,二亚硝基苯、dinitrosobenzene、25550-55-4.xml,25550-55-4,二亚硝基苯,4358
casNumber,二仲丁胺、di-sec-butylamine、626-23-3.xml,626-23-3,二仲丁胺,4405
casNumber,二叔丁基过氧化物、Di-tert-butyl peroxide、110-05-4.xml,110-05-4,二叔丁基过氧化物,4336
casNumber,"二叔丁基过氧壬二酸酯[含量≤52%,含A型稀释剂≥48%]、di-tert-butyl peroxyazelate (not more than 52%,and diluent type A not less than 48%)、16580-06-6.xml",16580-06-6,"二叔丁基过氧壬二酸酯[含量≤52%,含A型稀释剂≥48%]",4337
casNumber,二嗪农、Diazinon、333-41-5.xml,333-41-5,二嗪农,4333
casNumber,二异丁基酮、Diisobutyl ketone、108-83-8.xml,108-83-8,二异丁基酮,4395
casNumber,二异丁胺、diisobutylamine、110-96-3.xml,110-96-3,二异丁胺,4394
casNumber,二异丙胺、diisopropylamine、108-18-9.xml,108-18-9,二异丙胺,4392
casNumber,二异丙醇胺、diisopropanolamine、110-97-4.xml,110-97-4,二异丙醇胺,4393
casNumber,二异戊胺、Diisoamylamine、544-00-3.xml,544-00-3,二异戊胺,4396
casNumber,二异戊醚、diisoamyl ether、544-01-4.xml,544-01-4,二异戊醚,4397
casNumber,二异辛基磷酸、Diisooctyl acid phosphate、27215-10-7.xml,27215-10-7,二异辛基磷酸,4398
casNumber,二戊基磷酸、diamyl phosphoric acid、3138-42-9.xml,3138-42-9,二戊基磷酸,4341
casNumber,二戊基苯、Diamylbenzene、635-89-2.xml,635-89-2,二戊基苯,4340
casNumber,二正丁胺、n-dibutylamine、111-92-2.xml,111-92-2,二正丁胺,4401
casNumber,二正丙基过氧重碳酸酯[含量≤100%]、di-n-propyl peroxydicarbonate (not more than 100%)、16066-38-9.xml,16066-38-9,二正丙基过氧重碳酸酯[含量≤100%],4400
casNumber,二正丙胺、dipropylamine、142-84-7.xml,142-84-7,二正丙胺,4399
casNumber,二正庚胺、Di-n-heptylamine、2470-68-0.xml,2470-68-0,二正庚胺,4403
casNumber,二正戊胺、dipentylamine、2050-92-2.xml,2050-92-2,二正戊胺,4404
casNumber,二氟化氧、oxygendifluoride、7783-41-7.xml,7783-41-7,二氟化氧,4276
casNumber,二氟甲烷、Difluoromethane、75-10-5.xml,75-10-5,二氟甲烷,4277
casNumber,"二氟磷酸[无水]、difluorophosphoric acid,anhydrous、13779-41-4.xml",13779-41-4,二氟磷酸[无水],4278
casNumber,二氧化丁二烯、Dicyclopentadiene dioxide、298-18-0.xml,298-18-0,二氧化丁二烯,4361
casNumber,二氧化乙烯基环己烯、4-Vinylcyclohexene dioxide、4223-10-3.xml,4223-10-3,二氧化乙烯基环己烯,4369
casNumber,二氧化二戊烯、Dipentene dioxide、96-08-2.xml,96-08-2,二氧化二戊烯,4363
casNumber,二氧化二聚环戊二烯、Dicyclopentadiene dioxide、81-21-0.xml,81-21-0,二氧化二聚环戊二烯,4362
casNumber,二氧化氮、nitrogen dioxide、10102-44-0.xml,10102-44-0,二氧化氮,4360
casNumber,二氧化氯、Chlorine dioxide、10049-04-4.xml,10049-04-4,二氧化氯,4365
casNumber,二氧化硒、Selenium dioxide、7446-08-4.xml,7446-08-4,二氧化硒,4368
casNumber,二氧化硫、sulfur dioxide、7446-09-5.xml,7446-09-5,二氧化硫,4364
casNumber,二氧化碳[压缩的或液化的]、carbon dioxide、124-38-9.xml,124-38-9,二氧化碳[压缩的或液化的],4367
casNumber,二氧化铀、Uranium dioxide、1344-57-6.xml,1344-57-6,二氧化铀,4370
casNumber,二氧化铅、Lead dioxide、1309-60-0.xml,1309-60-0,二氧化铅,4366
casNumber,二氨基镁、magnesium diamide、7803-54-5.xml,7803-54-5,二氨基镁,4254
casNumber,二氯一氟甲烷、dichlorofluoromethane、75-43-4.xml,75-43-4,二氯一氟甲烷,4323
casNumber,二氯丙醛、Dichloropropylaldehyde、10140-89-3.xml,10140-89-3,二氯丙醛,4311
casNumber,二氯乙炔、Dichloroacetylene、7572-29-4.xml,7572-29-4,二氯乙炔,4326
casNumber,二氯乙腈、Dichloroacetonitrile、3018-12-0.xml,3018-12-0,二氯乙腈,4324
casNumber,二氯乙酰氯、dichloroacetyl chloride、79-36-7.xml,79-36-7,二氯乙酰氯,4330
casNumber,二氯乙酸、dichloroacetic acid、79-43-6.xml,79-43-6,二氯乙酸,4327
casNumber,二氯乙酸乙酯、ethyl dichloroacetate、535-15-9.xml,535-15-9,二氯乙酸乙酯,4329
casNumber,二氯乙酸甲酯、methyl dichloroacetate、116-54-1.xml,116-54-1,二氯乙酸甲酯,4328
casNumber,二氯乙醛、Dichloroacetaldehyde、79-02-7.xml,79-02-7,二氯乙醛,4325
casNumber,二氯二氟乙烷、Dichlorodifluoroethane、1649-08-7.xml,1649-08-7,二氯二氟乙烷,4313
casNumber,二氯二氟甲烷、dichlorodifluoromethane、75-71-8.xml,75-71-8,二氯二氟甲烷,4312
casNumber,二氯化乙基铝、ethylaluminium dichloride、563-43-9.xml,563-43-9,二氯化乙基铝,4317
casNumber,二氯化硫、sulfur dichloride、10545-99-0.xml,10545-99-0,二氯化硫,4316
casNumber,二氯化膦苯、dichlorophenylphosphine、644-97-3.xml,644-97-3,二氯化膦苯,4315
casNumber,二氯四氟乙烷、dichlorotetrafluoroethane、76-14-2.xml,76-14-2,二氯四氟乙烷,4321
casNumber,二氯异丙基醚、Dichloroisopropyl ether、108-60-1.xml,108-60-1,二氯异丙基醚,4331
casNumber,二氯异氰尿酸、Dichloroisocyanuric acid、2782-57-2.xml,2782-57-2,二氯异氰尿酸,4332
casNumber,二氯氧化二苯、Dichlorodiphenyl oxide、28675-08-3.xml,28675-08-3,二氯氧化二苯,4322
casNumber,二氯甲烷、dichloromethane、75-09-2.xml,75-09-2,二氯甲烷,4318
casNumber,二氯硅烷、dichlorosilane、4109-96-0.xml,4109-96-0,二氯硅烷,4314
casNumber,二氯硫化碳、Thiophosgene、463-71-8.xml,463-71-8,二氯硫化碳,4319
casNumber,二氯苯基三氯硅烷、Dichlorophenyl trichlorosilane、27137-85-5.xml,27137-85-5,二氯苯基三氯硅烷,4310
casNumber,二氯苯胺异构体混合物、dichloroaniline isomers mixture、27134-27-6.xml,27134-27-6,二氯苯胺异构体混合物,4309
casNumber,二氯醛基丙烯酸、dichloromalealdehydic acid、87-56-9.xml,87-56-9,二氯醛基丙烯酸,4320
casNumber,二氰胺钠、Sodium Dicyanamide、1934-75-4.xml,1934-75-4,二氰胺钠,4334
casNumber,二水合三氟化硼、boron trifluoride dihydrate、13319-75-0.xml,13319-75-0,二水合三氟化硼,4339
casNumber,二溴二氟甲烷、Dibromodifluoromethane、75-61-6.xml,75-61-6,二溴二氟甲烷,4354
casNumber,"二溴异丙烷、1,3-dibromopropane、109-64-8.xml",109-64-8,二溴异丙烷,4357
casNumber,二溴氯丙烷、1，2-Dibromo-3-chloropropane、96-12-8.xml,96-12-8,二溴氯丙烷,4356
casNumber,二溴甲烷、dibromomethane、74-95-3.xml,74-95-3,二溴甲烷,4355
casNumber,二烯丙基代氰氨、Diallylcyanamide、538-08-9.xml,538-08-9,二烯丙基代氰氨,4343
casNumber,二烯丙基硫醚、Diallyl thioether、592-88-1.xml,592-88-1,二烯丙基硫醚,4344
casNumber,二烯丙基胺、Diallylamine、124-02-7.xml,124-02-7,二烯丙基胺,4342
casNumber,二烯丙基醚、Diallyl ether、557-40-4.xml,557-40-4,二烯丙基醚,4345
casNumber,二环己胺、dicyclohexylamine、101-83-7.xml,101-83-7,二环己胺,4280
casNumber,二环庚二烯、Dicycloheptadiene、121-46-0.xml,121-46-0,二环庚二烯,4279
casNumber,二甲亚砜、Dimethyl sulfoxide、67-68-5.xml,67-68-5,二甲亚砜,4299
casNumber,二甲双胍、Vauquline、57-24-9.xml,57-24-9,二甲双胍,4297
casNumber,二甲基-4-(甲基硫代)苯基磷酸酯、dimethyl 4-(methylthio)phenyl phosphate、3254-63-5.xml,3254-63-5,二甲基-4-(甲基硫代)苯基磷酸酯,4283
casNumber,二甲基乙二酮、dimethyldiketone、431-03-8.xml,431-03-8,二甲基乙二酮,4294
casNumber,二甲基二乙氧基硅烷、diethoxydimethylsilane、78-62-6.xml,78-62-6,二甲基二乙氧基硅烷,4289
casNumber,二甲基二噁烷、dimethyldioxanes、25136-55-4.xml,25136-55-4,二甲基二噁烷,4287
casNumber,二甲基二氯硅烷、dimethyldichlorosilane、75-78-5.xml,75-78-5,二甲基二氯硅烷,4288
casNumber,二甲基氨基氰、Dimethyl cyanamide、1467-79-4.xml,1467-79-4,二甲基氨基氰,4285
casNumber,二甲基氨基甲酰氯、Dimethylcarbamyl chloride、79-44-7.xml,79-44-7,二甲基氨基甲酰氯,4284
casNumber,二甲基氯乙缩醛、Dimethyl chloroacetal、97-97-2.xml,97-97-2,二甲基氯乙缩醛,4290
casNumber,"二甲基胂酸钠、cacodylic acid,sodium salt、124-65-2.xml",124-65-2,二甲基胂酸钠,4292
casNumber,二甲基苯胺异构体混合物、xylidine isomers mixture、1300-73-8.xml,1300-73-8,二甲基苯胺异构体混合物,4286
casNumber,二甲基锌、Dimethyl zinc、544-97-8.xml,544-97-8,二甲基锌,4293
casNumber,二甲基镁、Dimethyl magnesium、2999-74-8.xml,2999-74-8,二甲基镁,4291
casNumber,二甲氧基甲烷、dimethoxymethane、109-87-5.xml,109-87-5,二甲氧基甲烷,4300
casNumber,"二甲氧基马钱子碱、2,3-dimethoxystrychnine、357-57-3.xml",357-57-3,二甲氧基马钱子碱,4301
casNumber,二甲硒、Dimethylselenium、593-79-3.xml,593-79-3,二甲硒,4298
casNumber,二甲胂酸、Hydroxydimethyl arsine oxide、75-60-5.xml,75-60-5,二甲胂酸,4296
casNumber,"二甲胺溶液、di-methylamine,aqueous solution、124-40-3.xml",124-40-3,二甲胺溶液,4281
casNumber,二甲苯异构体混合物、xylene isomers mixture、1330-20-7.xml,1330-20-7,二甲苯异构体混合物,4282
casNumber,二甲醚、methyl ether、115-10-6.xml,115-10-6,二甲醚,4295
casNumber,二硝基甘脲、Dinitroglycoluril、55510-04-8.xml,55510-04-8,二硝基甘脲,4347
casNumber,二硝基联苯、Dinitrobiphenyl、38094-35-8.xml,38094-35-8,二硝基联苯,4349
casNumber,"二硝基苯酚[干的或含水＜15%] 、dinitrophenol,dry or wetted with less than 15% water,by mass、25550-58-7.xml",25550-58-7,二硝基苯酚[干的或含水＜15%],4346
casNumber,二硝基邻甲酚钾、potassium salt of DNOC、5787-96-2.xml,5787-96-2,二硝基邻甲酚钾,4351
casNumber,二硝基邻甲酚铵、Ammonium dinitro-o-cresolate、2980-64-5.xml,2980-64-5,二硝基邻甲酚铵,4350
casNumber,"二硝基重氮苯酚[按质量含水或乙醇和水的混合物不低于40%]、diazodinitrophenol,wetted withnot less than 40% water, or mixture of alcoholand water, by mass、4682-03-5.xml",4682-03-5,二硝基重氮苯酚[按质量含水或乙醇和水的混合物不低于40%],4352
casNumber,二硝基重氮酚、diazodinitrophenol、87-31-0.xml,87-31-0,二硝基重氮酚,4353
casNumber,二硝基间苯二酚、dinitroresorcinol、519-44-8.xml,519-44-8,二硝基间苯二酚,4348
casNumber,"二硫代-4,4'-二氨基代二苯、4,4'-diaminodiphenyl disulfide、722-27-0.xml",722-27-0,"二硫代-4,4'-二氨基代二苯",4304
casNumber,二硫化二甲基、Dimethyl disulfide、624-92-0.xml,624-92-0,二硫化二甲基,4305
casNumber,二硫化硒、Selenium disulfide、7488-56-4.xml,7488-56-4,二硫化硒,4308
casNumber,二硫化碳、carbon disulfide、75-15-0.xml,75-15-0,二硫化碳,4307
casNumber,二硫化钛、titanium disulphide、12039-13-3.xml,12039-13-3,二硫化钛,4306
casNumber,二碘化汞、mercuric iodide、7774-29-0.xml,7774-29-0,二碘化汞,4271
casNumber,二碘化苯胂、diiodide phenylarsonic、6380-34-3.xml,6380-34-3,二碘化苯胂,4270
casNumber,二碘甲烷、diiodomethane、75-11-6.xml,75-11-6,二碘甲烷,4272
casNumber,二聚丙烯醛(稳定的)、Acrolein dimer(stabilized)、100-73-2.xml,100-73-2,二聚丙烯醛(稳定的),4302
casNumber,二聚环戊二烯、Dicyclopentadiene、77-73-6.xml,77-73-6,二聚环戊二烯,4303
casNumber,二肉豆蔻基过氧重碳酸酯[含量≤100%]、dimyristyl peroxydicarbonate (not more than 100%)、53220-22-7.xml,53220-22-7,二肉豆蔻基过氧重碳酸酯[含量≤100%],4335
casNumber,二苄基二氯硅烷、dibenzyldichlorosilane、18414-36-3.xml,18414-36-3,二苄基二氯硅烷,4267
casNumber,二苯基二氯硅烷、Diphenyldichlorosilane、80-10-4.xml,80-10-4,二苯基二氯硅烷,4257
casNumber,二苯基二硒、Diphenyl diselenide、1666-13-3.xml,1666-13-3,二苯基二硒,4258
casNumber,二苯基氯胂、diphenylchloroarsine、712-48-1.xml,712-48-1,二苯基氯胂,4262
